ID,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Real Face,Joined,Contract Valid Until,Height,Weight,Release Clause,Kit Number,Best Overall Rating,Position_clean,Body Type Clean,Attacking Work Rate,Defensive Work Rate,Loaned From_clean
188545,R. Lewandowski,33,Poland,91,91,FC Barcelona,84000000.0,420000.0,2205,Right,5.0,4.0,4.0,Yes,2022-07-18,2025,,3.628736,€172.2M,9.0,,ST,Unique,High,Medium,
181872,22 A. Vidal,34,Chile,81,81,Inter,12000000.0,105000.0,2199,Right,4.0,4.0,3.0,Yes,2020-09-22,2023,,3.175144,€20.4M,22.0,,SUB,Unique,High,High,
240699,N. De la Cruz,25,Uruguay,78,79,River Plate,16500000.0,19000.0,2197,Right,1.0,4.0,4.0,No,2017-08-15,2022,,2.721552,€24.3M,11.0,,RM,Normal,High,High,
232411,C. Nkunku,24,France,86,89,RB Leipzig,94000000.0,90000.0,2196,Right,3.0,3.0,5.0,Yes,,,,3.175144,€166.9M,12.0,,SUB,Normal,High,Medium,
188377,K. Walker,32,England,85,85,Manchester City,37500000.0,170000.0,2196,Right,3.0,2.0,3.0,Yes,2017-07-14,2024,,3.628736,€69.4M,2.0,,RB,Unique,High,High,
232656,T. Hernández,24,France,85,90,AC Milan,76000000.0,82000.0,2195,Left,3.0,3.0,3.0,Yes,2019-07-05,2026,,3.628736,€134.9M,19.0,,LB,Unique,High,Medium,
186942,İ. Gündoğan,31,Germany,85,85,Manchester City,44000000.0,185000.0,2195,Right,3.0,4.0,4.0,Yes,2016-07-01,2023,,3.628736,€81.4M,8.0,,SUB,Normal,High,Medium,
214097,B. Bourigeaud,28,France,81,81,Stade Rennais FC,26000000.0,66000.0,2194,Right,2.0,3.0,3.0,No,2017-06-14,2023,,2.721552,€49.4M,14.0,,RW,Lean,High,High,
223697,R. Gosens,27,Germany,82,82,Inter,29500000.0,59000.0,2193,Left,3.0,3.0,3.0,Yes,,"Jun 30, 2023",,3.175144,,8.0,,LM,Normal,High,Medium,Atalanta
181291,G. Wijnaldum,31,Netherlands,80,80,Roma,17500000.0,83000.0,2193,Right,3.0,4.0,3.0,Yes,,"Jun 30, 2023",,3.175144,,25.0,,LCM,Unique,High,High,Paris Saint-Germain
219683,C. Tolisso,27,France,81,81,Olympique Lyonnais,27500000.0,75000.0,2193,Right,3.0,3.0,3.0,Yes,2022-07-01,2027,,3.628736,€52.3M,88.0,,RCM,Normal,High,Medium,
202126,H. Kane,28,England,89,89,Tottenham Hotspur,105500000.0,240000.0,2193,Right,4.0,5.0,3.0,Yes,2010-07-28,2024,,3.628736,€200.5M,10.0,,ST,Unique,High,High,
193747,Koke,30,Spain,83,83,Atlético de Madrid,34500000.0,74000.0,2192,Right,3.0,4.0,3.0,Yes,2011-01-01,2024,,3.175144,€70.7M,6.0,,LCM,Normal,Medium,Medium,
195479,J. Tavernier,30,England,78,78,Rangers FC,12000000.0,51000.0,2191,Right,1.0,3.0,3.0,Yes,2015-07-20,2024,,3.175144,€21.6M,2.0,,RB,Lean,High,Medium,
183711,J. Henderson,32,England,83,83,Liverpool,28500000.0,135000.0,2190,Right,3.0,3.0,3.0,Yes,2011-06-09,2025,,3.628736,€52.7M,14.0,,RCM,Normal,High,High,
158023,L. Messi,35,Argentina,91,91,Paris Saint-Germain,54000000.0,195000.0,2190,Left,5.0,4.0,4.0,Yes,2021-08-10,2023,,2.721552,€99.9M,30.0,,RW,Unique,Low,Low,
199556,M. Verratti,29,Italy,87,87,Paris Saint-Germain,77500000.0,155000.0,2189,Right,3.0,4.0,4.0,Yes,2012-07-18,2024,,2.721552,€143.4M,6.0,,RCM,Unique,Medium,High,
214047,M. Uribe,31,Colombia,81,81,FC Porto,21000000.0,19000.0,2189,Right,1.0,4.0,3.0,Yes,2019-08-05,2023,,3.175144,€42M,8.0,,RCM,Normal,Medium,High,
239053,F. Valverde,23,Uruguay,84,90,Real Madrid CF,66000000.0,175000.0,2188,Right,1.0,4.0,3.0,Yes,2016-07-22,2027,,3.175144,€148.5M,15.0,,SUB,Unique,High,High,
208722,S. Mané,30,Senegal,89,89,FC Bayern München,99500000.0,145000.0,2188,Right,4.0,4.0,4.0,Yes,2022-07-01,2025,,2.721552,€164.2M,17.0,,ST,Unique,High,Medium,
205632,L. Ocampos,27,Argentina,81,81,Sevilla FC,27500000.0,39000.0,2188,Right,2.0,3.0,4.0,No,2019-07-03,2024,,3.628736,€57.8M,5.0,,SUB,Normal,High,High,
233927,Lucas Paquetá,24,Brazil,82,87,Olympique Lyonnais,46000000.0,70000.0,2188,Left,2.0,4.0,5.0,Yes,2020-10-01,2025,,3.175144,€90.9M,10.0,,LCM,Normal,High,High,
202648,Sergi Darder,28,Spain,82,82,RCD Espanyol de Barcelona,30500000.0,30000.0,2188,Right,1.0,3.0,3.0,Yes,2018-07-10,2023,,3.175144,€64.1M,10.0,,CAM,Lean,Medium,Medium,
216393,Y. Tielemans,25,Belgium,84,86,Leicester City,52500000.0,115000.0,2187,Right,2.0,5.0,4.0,Yes,2019-07-08,2023,,3.175144,€103.7M,8.0,,RDM,Normal,Medium,Medium,
209297,Fred,29,Brazil,80,80,Manchester United,20500000.0,120000.0,2186,Left,3.0,3.0,4.0,Yes,2018-06-21,2023,,2.721552,€39M,17.0,,CDM,Lean,High,High,
218667,Bernardo Silva,27,Portugal,88,88,Manchester City,97500000.0,260000.0,2185,Left,2.0,3.0,4.0,Yes,2017-07-01,2025,,2.721552,€180.4M,20.0,,LCM,Lean,High,High,
210035,Grimaldo,26,Spain,82,85,SL Benfica,36500000.0,19000.0,2184,Left,3.0,2.0,3.0,Yes,2016-01-04,2023,,2.721552,€75.7M,3.0,,LB,Lean,High,Medium,
234153,Carlos Soler,25,Spain,83,88,Valencia CF,53000000.0,51000.0,2183,Right,2.0,4.0,3.0,Yes,2015-07-01,2023,,3.175144,€115.3M,10.0,,LCM,Normal,Medium,Medium,
224458,Diogo Jota,25,Portugal,85,89,Liverpool,76000000.0,170000.0,2183,Right,2.0,5.0,4.0,Yes,2020-09-19,2025,,3.175144,€146.3M,20.0,,SUB,Normal,High,High,
252371,J. Bellingham,19,England,84,91,Borussia Dortmund,81500000.0,41000.0,2182,Right,2.0,4.0,4.0,Yes,2020-07-23,2025,,3.175144,€154.9M,22.0,,LDM,Lean,High,High,
201455,G. Kondogbia,29,Central African Republic,82,82,Atlético de Madrid,29500000.0,71000.0,2181,Left,2.0,3.0,3.0,Yes,2020-11-03,2024,,3.628736,€60.5M,4.0,,CDM,Lean,Medium,High,
186345,K. Trippier,31,England,84,84,Newcastle United,30500000.0,120000.0,2181,Right,2.0,4.0,3.0,Yes,2022-01-07,2024,,3.175144,€58M,2.0,,RB,Normal,Medium,Medium,
173210,19 C. Marchisio,31,Italy,84,84,Juventus,19500000.0,130000.0,2179,Right,3.0,4.0,3.0,Yes,2007-06-01,2020,,3.175144,€32.2M,8.0,,RES,Normal,High,High,
193283,T. Delaney,30,Denmark,81,81,Sevilla FC,21500000.0,33000.0,2177,Left,2.0,4.0,2.0,Yes,2021-08-25,2025,,3.175144,€45.2M,18.0,,SUB,Normal,Low,High,
231747,K. Mbappé,23,France,91,95,Paris Saint-Germain,190500000.0,230000.0,2177,Right,4.0,4.0,5.0,Yes,2018-07-01,2025,,3.175144,€366.7M,7.0,,ST,Unique,High,Low,
269765,S. Obisanya,22,Nigeria,81,88,AFC Richmond,52500000.0,55000.0,2176,Right,1.0,3.0,3.0,Yes,2019-07-01,2026,,3.175144,€110.3M,24.0,,RM,Lean,High,High,
183512,Yuri Berchiche,32,Spain,82,82,Athletic Club de Bilbao,21000000.0,35000.0,2176,Left,2.0,3.0,3.0,Yes,2018-07-02,2024,,3.628736,€44.1M,17.0,,LB,Normal,High,Medium,
193165,J. Corona,29,Mexico,81,81,Sevilla FC,25500000.0,40000.0,2175,Right,3.0,5.0,5.0,Yes,2022-01-14,2025,,2.721552,€53.6M,9.0,,RW,Normal,Medium,Medium,
235008,L. Robertone,25,Argentina,76,80,Unión Deportiva Almería,10500000.0,24000.0,2173,Right,1.0,4.0,4.0,No,2020-10-01,2025,,3.175144,€23.9M,5.0,,LCM,Normal,Medium,High,
204923,M. Sabitzer,28,Austria,80,80,FC Bayern München,21000000.0,67000.0,2172,Right,3.0,4.0,3.0,Yes,2021-08-30,2025,,3.175144,€34.7M,18.0,,SUB,Normal,High,High,
208128,H. Çalhanoğlu,28,Turkey,84,84,Inter,42000000.0,100000.0,2172,Right,3.0,4.0,4.0,Yes,2021-07-01,2024,,3.175144,€69.3M,20.0,,LCM,Normal,High,High,
224293,Rúben Neves,25,Portugal,83,86,Wolverhampton Wanderers,47500000.0,105000.0,2171,Right,2.0,4.0,3.0,Yes,2017-07-08,2024,,3.628736,€93.8M,8.0,,RCM,Normal,Low,High,
173030,Ó. Trejo,34,Argentina,79,79,Rayo Vallecano,8000000.0,25000.0,2171,Right,1.0,4.0,3.0,Yes,2017-07-01,2023,,3.175144,€16.8M,8.0,,CAM,Normal,High,Medium,
211748,K. Demirbay,28,Germany,81,81,Bayer 04 Leverkusen,25500000.0,65000.0,2171,Left,2.0,4.0,4.0,Yes,2019-07-01,2024,,3.175144,€43.4M,10.0,,LDM,Normal,High,Medium,
209889,R. Guerreiro,28,Portugal,82,82,Borussia Dortmund,27500000.0,57000.0,2171,Left,3.0,2.0,4.0,Yes,2016-07-01,2023,,3.175144,€46.8M,13.0,,LB,Normal,High,Low,
234396,A. Davies,21,Canada,84,89,FC Bayern München,60500000.0,59000.0,2170,Left,3.0,4.0,4.0,Yes,2019-01-01,2025,,3.175144,€104.4M,19.0,,LB,Unique,High,Low,
172522,D. Wass,33,Denmark,79,79,Atlético de Madrid,11000000.0,55000.0,2170,Right,2.0,3.0,3.0,Yes,2022-01-27,2023,,3.175144,€22.6M,24.0,,SUB,Normal,Medium,Medium,
240679,T. Koopmeiners,24,Netherlands,80,84,Atalanta,30000000.0,49000.0,2170,Left,2.0,2.0,3.0,No,2021-08-30,2025,,3.175144,€53.3M,7.0,,LCM,Normal,Medium,Medium,
201519,J. Veretout,29,France,79,79,Olympique de Marseille,15000000.0,42000.0,2170,Right,2.0,3.0,3.0,Yes,2022-08-05,2025,,2.721552,€28.5M,27.0,,SUB,Normal,Medium,Medium,
195864,P. Pogba,29,France,85,85,Juventus,52500000.0,165000.0,2170,Right,4.0,4.0,5.0,Yes,2022-07-11,2026,,3.628736,€89.3M,10.0,,RES,Unique,Medium,Low,
146536,Jesús Navas,36,Spain,83,83,Sevilla FC,8000000.0,28000.0,2169,Right,2.0,2.0,4.0,Yes,2017-07-28,2024,,2.721552,€16.8M,16.0,,RB,Lean,High,Medium,
210243,Ricardo Pereira,28,Portugal,83,83,Leicester City,33000000.0,105000.0,2168,Right,3.0,4.0,3.0,Yes,2018-06-09,2026,,3.175144,€62.7M,21.0,,RB,Unique,High,High,
209499,Fabinho,28,Brazil,87,88,Liverpool,77000000.0,185000.0,2165,Right,3.0,2.0,3.0,Yes,2018-07-01,2026,,3.175144,€148.2M,3.0,,CDM,Unique,Medium,High,
208421,Saúl,27,Spain,80,81,Atlético de Madrid,24000000.0,58000.0,2163,Left,3.0,4.0,3.0,Yes,2013-07-01,2026,,3.175144,€51M,17.0,,SUB,Lean,Medium,Medium,
231478,L. Martínez,24,Argentina,86,90,Inter,98500000.0,110000.0,2163,Right,3.0,4.0,4.0,Yes,2018-07-05,2026,,3.175144,€169.9M,10.0,,LS,Unique,High,Medium,
189513,Parejo,33,Spain,86,86,Villarreal CF,42000000.0,64000.0,2162,Right,2.0,4.0,3.0,Yes,2020-08-12,2024,,3.175144,€88.2M,5.0,,LCM,Normal,Medium,Medium,
226226,G. Lo Celso,26,Argentina,81,83,Tottenham Hotspur,31500000.0,100000.0,2162,Left,1.0,3.0,4.0,Yes,2020-07-27,2025,,2.721552,€62.2M,18.0,,RES,Normal,High,Medium,
201942,Roberto Firmino,30,Brazil,83,83,Liverpool,35500000.0,150000.0,2161,Right,3.0,4.0,5.0,Yes,2015-07-06,2023,,3.175144,€65.7M,9.0,,SUB,Unique,High,High,
201389,C. Biraghi,29,Italy,80,80,Fiorentina,18500000.0,58000.0,2159,Left,2.0,3.0,3.0,No,2018-07-01,2024,,3.175144,€31.5M,3.0,,LB,Normal,Medium,Medium,
20801,Cristiano Ronaldo,37,Portugal,90,90,Manchester United,41000000.0,220000.0,2159,Right,5.0,4.0,5.0,Yes,2021-08-27,2023,,3.628736,€77.9M,7.0,,ST,Unique,High,Low,
228618,F. Mendy,27,France,83,84,Real Madrid CF,38000000.0,170000.0,2158,Left,1.0,5.0,4.0,Yes,2019-07-01,2025,,3.175144,€80.8M,23.0,,LB,Unique,High,High,
190871,Neymar Jr,30,Brazil,89,89,Paris Saint-Germain,99500000.0,200000.0,2157,Right,5.0,5.0,5.0,Yes,2017-08-03,2025,,2.721552,€184.1M,10.0,,LW,Unique,High,Medium,
173731,G. Bale,32,Wales,81,81,Los Angeles FC,20500000.0,14000.0,2157,Left,4.0,3.0,4.0,Yes,,,,3.628736,€30.8M,11.0,,RS,Unique,Medium,Medium,
212242,R. Andrich,27,Germany,81,82,Bayer 04 Leverkusen,26500000.0,57000.0,2156,Right,2.0,4.0,3.0,Yes,2021-08-16,2026,,3.628736,€47M,8.0,,RDM,Normal,High,High,
225375,K. Laimer,25,Austria,83,84,RB Leipzig,38500000.0,64000.0,2156,Right,2.0,3.0,3.0,Yes,,,,3.175144,€68.3M,20.0,,LDM,Lean,Medium,High,
188350,M. Reus,33,Germany,85,85,Borussia Dortmund,33500000.0,78000.0,2154,Right,4.0,4.0,4.0,Yes,2012-07-01,2023,,3.175144,€57M,11.0,,CAM,Unique,High,Medium,
206511,M. Arnold,28,Germany,80,81,VfL Wolfsburg,20500000.0,51000.0,2154,Left,2.0,2.0,3.0,Yes,2011-10-10,2026,,3.175144,€36.4M,27.0,,RDM,Normal,High,Medium,
215914,N. Kanté,31,France,89,89,Chelsea,72000000.0,220000.0,2154,Right,4.0,3.0,2.0,Yes,2016-07-16,2023,,3.175144,€133.2M,7.0,,RCM,Unique,Medium,High,
216267,A. Robertson,28,Scotland,87,87,Liverpool,72000000.0,185000.0,2154,Left,3.0,2.0,3.0,Yes,2017-07-21,2026,,2.721552,€133.2M,26.0,,LB,Unique,High,High,
203551,A. Florenzi,31,Italy,79,79,AC Milan,12500000.0,60000.0,2154,Right,3.0,4.0,3.0,Yes,2022-07-01,2025,,2.721552,€21.3M,25.0,,SUB,Unique,High,Medium,
13743,17 S. Gerrard,36,England,81,81,LA Galaxy,1400000.0,10000.0,2154,Right,3.0,3.0,3.0,Yes,2015-07-08,2023,,3.628736,,8.0,,RES,Normal,Medium,Medium,
208418,Y. Carrasco,28,Belgium,85,85,Atlético de Madrid,54500000.0,90000.0,2153,Right,3.0,4.0,4.0,Yes,2020-09-08,2024,,3.175144,€111.7M,21.0,,LM,Lean,High,High,
212523,Anderson Talisca,28,Brazil,82,82,Al Nassr,31000000.0,64000.0,2152,Left,2.0,4.0,4.0,No,2021-06-26,2024,,3.628736,€52.7M,94.0,,CF,Unique,High,Low,
208618,Lucas Vázquez,31,Spain,81,81,Real Madrid CF,18500000.0,140000.0,2152,Right,2.0,4.0,4.0,Yes,2015-07-02,2024,,3.175144,€37.9M,17.0,,SUB,Normal,High,Medium,
188152,Oscar,30,Brazil,81,81,Shanghai Port FC,25000000.0,28000.0,2152,Right,3.0,3.0,4.0,Yes,2017-01-01,2024,,3.175144,€38.8M,8.0,,SUB,Lean,High,Medium,
251573,Renan Lodi,24,Brazil,80,85,Atlético de Madrid,29500000.0,46000.0,2151,Left,1.0,3.0,4.0,Yes,2019-07-07,2025,,2.721552,€62.7M,12.0,,SUB,Lean,High,Medium,
195272,M. Faraoni,30,Italy,78,78,Hellas Verona,12000000.0,27000.0,2151,Right,1.0,4.0,3.0,No,2019-07-01,2024,,3.175144,€20.4M,5.0,,RM,Normal,High,High,
205686,T. Savanier,30,France,81,81,Montpellier Hérault SC,25000000.0,33000.0,2150,Right,2.0,5.0,4.0,No,2019-07-02,2026,,2.721552,€47.5M,11.0,,CAM,Normal,High,Medium,
212207,N. Stanciu,29,Romania,79,79,Wuhan Three Towns,17000000.0,26000.0,2150,Right,2.0,4.0,4.0,Yes,2022-02-25,2027,,2.721552,€26.4M,43.0,,LCM,Normal,Medium,Medium,
207439,L. Paredes,28,Argentina,80,80,Paris Saint-Germain,18500000.0,79000.0,2150,Right,2.0,4.0,4.0,Yes,2019-01-29,2024,,3.175144,€34.2M,8.0,,RES,Normal,Medium,Medium,
205569,J. Ward-Prowse,27,England,81,82,Southampton,29500000.0,69000.0,2149,Right,2.0,3.0,3.0,Yes,2011-06-01,2026,,2.721552,€58.3M,8.0,,RCM,Normal,High,High,
215071,M. Casco,34,Argentina,77,77,River Plate,3900000.0,17000.0,2148,Right,1.0,5.0,3.0,No,2015-09-09,2023,,2.721552,€5.5M,20.0,,RB,Stocky,High,Low,
178518,R. Nainggolan,34,Belgium,76,76,Royal Antwerp FC,3500000.0,22000.0,2147,Right,3.0,3.0,3.0,Yes,2021-08-14,2023,,3.628736,€5.3M,4.0,,RCM,Unique,Medium,Low,
165153,K. Benzema,34,France,91,91,Real Madrid CF,64000000.0,450000.0,2147,Right,4.0,4.0,4.0,Yes,2009-07-09,2023,,3.628736,€131.2M,9.0,,CF,Normal,Medium,Medium,
182521,T. Kroos,32,Germany,88,88,Real Madrid CF,72000000.0,310000.0,2147,Right,4.0,5.0,3.0,Yes,2014-07-17,2023,,3.175144,€147.6M,8.0,,LCM,Normal,Medium,Medium,
121939,17 P. Lahm,32,Germany,88,88,FC Bayern München,29500000.0,200000.0,2146,Right,4.0,3.0,3.0,Yes,2002-11-01,2018,,2.721552,,21.0,,RB,Normal,Medium,High,
178562,É. Banega,34,Argentina,81,81,Al Shabab,12000000.0,47000.0,2145,Right,3.0,4.0,4.0,Yes,2020-08-22,2023,,3.175144,€20.4M,10.0,,RCM,Normal,Medium,Medium,
243576,Pedro Porro,22,Spain,81,87,Sporting CP,38500000.0,15000.0,2144,Right,1.0,3.0,3.0,No,2022-05-17,2025,,2.721552,€84.7M,24.0,,RWB,Normal,High,Medium,
236791,A. Barák,27,Czech Republic,81,82,Hellas Verona,30000000.0,41000.0,2144,Left,1.0,3.0,4.0,No,2021-07-06,2024,,3.628736,€53.3M,7.0,,RF,Normal,High,Medium,
209989,T. Partey,29,Ghana,84,84,Arsenal,36000000.0,115000.0,2143,Right,2.0,3.0,3.0,Yes,2020-10-05,2024,,3.175144,€68.4M,5.0,,RCM,Lean,Medium,High,
241637,A. Tchouaméni,22,France,82,89,Real Madrid CF,61500000.0,145000.0,2142,Right,2.0,3.0,3.0,No,2022-07-01,2028,,3.628736,€138.4M,18.0,,SUB,Lean,Medium,High,
183898,Á. Di María,34,Argentina,84,84,Juventus,20000000.0,160000.0,2142,Left,4.0,2.0,5.0,Yes,2022-07-08,2023,,2.721552,€34M,22.0,,RW,Unique,High,Medium,
